workload	allocator	run	wall_sec	max_rss_kb	current_rss_kb	extra
cache_scratch	hz10	4	1.09	3968	-	-
mstress	hz10	4	0.22	200004	-	-
sh6bench	hz10	4	0.51	319104	-	-
python_alloc	hz10	5	0.84	106732	-	-
redis_setget	hz10	5	0.54	7936	-	-
redis_server_rss_kb	hz10	5	-	NA	NA	server
larson	hz10	5	4.139	282368	282368	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10	5	-	-	-	2095553
xmalloc_test	hz10	5	2.00	12800	-	-
cache_scratch	hz10	5	1.10	3968	-	-
mstress	hz10	5	0.21	207468	-	-
sh6bench	hz10	5	0.51	321408	-	-
python_alloc	hz10-coarse	1	0.91	116564	-	-
redis_setget	hz10-coarse	1	0.55	8192	-	-
redis_server_rss_kb	hz10-coarse	1	-	NA	NA	server
larson	hz10-coarse	1	4.177	284800	284800	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-coarse	1	-	-	-	2095604
xmalloc_test	hz10-coarse	1	2.00	13312	-	-
cache_scratch	hz10-coarse	1	1.09	3968	-	-
mstress	hz10-coarse	1	0.22	199884	-	-
sh6bench	hz10-coarse	1	0.52	322816	-	-
python_alloc	hz10-coarse	2	0.88	116876	-	-
redis_setget	hz10-coarse	2	0.54	8192	-	-
redis_server_rss_kb	hz10-coarse	2	-	NA	NA	server
larson	hz10-coarse	2	4.181	284416	284416	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-coarse	2	-	-	-	2095615
xmalloc_test	hz10-coarse	2	2.00	13056	-	-
cache_scratch	hz10-coarse	2	1.10	3968	-	-
mstress	hz10-coarse	2	0.21	200692	-	-
sh6bench	hz10-coarse	2	0.53	322176	-	-
python_alloc	hz10-coarse	3	0.88	116920	-	-
redis_setget	hz10-coarse	3	0.55	7936	-	-
redis_server_rss_kb	hz10-coarse	3	-	NA	NA	server
larson	hz10-coarse	3	4.185	287360	287360	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-coarse	3	-	-	-	2095602
xmalloc_test	hz10-coarse	3	2.00	14592	-	-
cache_scratch	hz10-coarse	3	1.09	3968	-	-
mstress	hz10-coarse	3	0.21	201656	-	-
sh6bench	hz10-coarse	3	0.55	321024	-	-
python_alloc	hz10-coarse	4	0.87	116984	-	-
redis_setget	hz10-coarse	4	0.55	8192	-	-
redis_server_rss_kb	hz10-coarse	4	-	NA	NA	server
larson	hz10-coarse	4	4.184	284032	284032	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-coarse	4	-	-	-	2095615
xmalloc_test	hz10-coarse	4	2.00	14080	-	-
cache_scratch	hz10-coarse	4	1.09	3840	-	-
mstress	hz10-coarse	4	0.21	206140	-	-
sh6bench	hz10-coarse	4	0.52	323072	-	-
python_alloc	hz10-coarse	5	0.88	116984	-	-
redis_setget	hz10-coarse	5	0.54	8192	-	-
redis_server_rss_kb	hz10-coarse	5	-	NA	NA	server
larson	hz10-coarse	5	4.181	287360	287360	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-coarse	5	-	-	-	2095615
xmalloc_test	hz10-coarse	5	2.00	13056	-	-
cache_scratch	hz10-coarse	5	1.09	4096	-	-
mstress	hz10-coarse	5	0.22	203624	-	-
sh6bench	hz10-coarse	5	0.53	322176	-	-
python_alloc	hz10-base	1	0.88	116904	-	-
redis_setget	hz10-base	1	0.53	7936	-	-
redis_server_rss_kb	hz10-base	1	-	NA	NA	server
larson	hz10-base	1	4.693	8943232	8943232	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-base	1	-	-	-	1232530
xmalloc_test	hz10-base	1	2.00	12800	-	-
cache_scratch	hz10-base	1	1.11	3840	-	-
mstress	hz10-base	1	0.26	398920	-	-
sh6bench	hz10-base	1	0.52	324096	-	-
python_alloc	hz10-base	2	0.91	116804	-	-
redis_setget	hz10-base	2	0.55	8192	-	-
redis_server_rss_kb	hz10-base	2	-	NA	NA	server
larson	hz10-base	2	4.676	9154432	9154432	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-base	2	-	-	-	1262772
xmalloc_test	hz10-base	2	2.00	13184	-	-
cache_scratch	hz10-base	2	1.12	3840	-	-
mstress	hz10-base	2	0.25	400268	-	-
sh6bench	hz10-base	2	0.52	324480	-	-
python_alloc	hz10-base	3	0.89	116900	-	-
redis_setget	hz10-base	3	0.56	7808	-	-
redis_server_rss_kb	hz10-base	3	-	NA	NA	server
larson	hz10-base	3	4.098	9162880	9162880	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-base	3	-	-	-	1265567
xmalloc_test	hz10-base	3	2.00	12672	-	-
cache_scratch	hz10-base	3	1.12	3968	-	-
mstress	hz10-base	3	0.25	402828	-	-
sh6bench	hz10-base	3	0.51	324736	-	-
python_alloc	hz10-base	4	0.92	116808	-	-
redis_setget	hz10-base	4	0.55	8064	-	-
redis_server_rss_kb	hz10-base	4	-	NA	NA	server
larson	hz10-base	4	4.150	9158784	9158784	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-base	4	-	-	-	1262886
xmalloc_test	hz10-base	4	2.01	16896	-	-
cache_scratch	hz10-base	4	1.14	3968	-	-
mstress	hz10-base	4	0.25	400836	-	-
sh6bench	hz10-base	4	0.51	324608	-	-
python_alloc	hz10-base	5	0.91	116640	-	-
redis_setget	hz10-base	5	0.57	7936	-	-
redis_server_rss_kb	hz10-base	5	-	NA	NA	server
larson	hz10-base	5	4.058	9180544	9180544	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10-base	5	-	-	-	1267933
xmalloc_test	hz10-base	5	2.00	12928	-	-
cache_scratch	hz10-base	5	1.10	3968	-	-
mstress	hz10-base	5	0.25	404380	-	-
sh6bench	hz10-base	5	0.52	324352	-	-
python_alloc	hz10+orphan	1	0.90	116884	-	-
redis_setget	hz10+orphan	1	0.55	8192	-	-
redis_server_rss_kb	hz10+orphan	1	-	NA	NA	server
larson	hz10+orphan	1	4.305	2384128	2384128	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10+orphan	1	-	-	-	2079673
xmalloc_test	hz10+orphan	1	2.00	14592	-	-
cache_scratch	hz10+orphan	1	1.09	3968	-	-
mstress	hz10+orphan	1	0.22	208488	-	-
sh6bench	hz10+orphan	1	0.50	323968	-	-
python_alloc	hz10+orphan	2	0.88	116860	-	-
redis_setget	hz10+orphan	2	0.55	8064	-	-
redis_server_rss_kb	hz10+orphan	2	-	NA	NA	server
larson	hz10+orphan	2	4.293	2384384	2384384	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10+orphan	2	-	-	-	2079921
xmalloc_test	hz10+orphan	2	2.00	12928	-	-
cache_scratch	hz10+orphan	2	1.09	3968	-	-
mstress	hz10+orphan	2	0.22	209780	-	-
sh6bench	hz10+orphan	2	0.50	323968	-	-
python_alloc	hz10+orphan	3	0.87	116784	-	-
redis_setget	hz10+orphan	3	0.55	8192	-	-
redis_server_rss_kb	hz10+orphan	3	-	NA	NA	server
larson	hz10+orphan	3	4.267	2385024	2385024	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10+orphan	3	-	-	-	2080578
xmalloc_test	hz10+orphan	3	2.00	15360	-	-
cache_scratch	hz10+orphan	3	1.10	3968	-	-
mstress	hz10+orphan	3	0.22	210060	-	-
sh6bench	hz10+orphan	3	0.50	324096	-	-
python_alloc	hz10+orphan	4	0.88	117020	-	-
redis_setget	hz10+orphan	4	0.54	8192	-	-
redis_server_rss_kb	hz10+orphan	4	-	NA	NA	server
larson	hz10+orphan	4	4.294	2384768	2384768	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10+orphan	4	-	-	-	2080224
xmalloc_test	hz10+orphan	4	2.00	13056	-	-
cache_scratch	hz10+orphan	4	1.10	3968	-	-
mstress	hz10+orphan	4	0.22	212000	-	-
sh6bench	hz10+orphan	4	0.50	323328	-	-
python_alloc	hz10+orphan	5	0.88	116716	-	-
redis_setget	hz10+orphan	5	0.55	8192	-	-
redis_server_rss_kb	hz10+orphan	5	-	NA	NA	server
larson	hz10+orphan	5	4.292	2384256	2384256	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	hz10+orphan	5	-	-	-	2079666
xmalloc_test	hz10+orphan	5	2.00	13184	-	-
cache_scratch	hz10+orphan	5	1.12	3968	-	-
mstress	hz10+orphan	5	0.22	208208	-	-
sh6bench	hz10+orphan	5	0.50	324352	-	-
python_alloc	tcmalloc	1	0.82	104448	-	-
redis_setget	tcmalloc	1	0.55	8192	-	-
redis_server_rss_kb	tcmalloc	1	-	NA	NA	server
larson	tcmalloc	1	4.171	279168	279168	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	tcmalloc	1	-	-	-	2095354
xmalloc_test	tcmalloc	1	2.03	196224	-	-
cache_scratch	tcmalloc	1	1.10	7552	-	-
mstress	tcmalloc	1	0.16	216832	-	-
sh6bench	tcmalloc	1	0.33	273024	-	-
python_alloc	tcmalloc	2	0.80	104576	-	-
redis_setget	tcmalloc	2	0.56	8192	-	-
redis_server_rss_kb	tcmalloc	2	-	NA	NA	server
larson	tcmalloc	2	4.153	278912	278912	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	tcmalloc	2	-	-	-	2095354
xmalloc_test	tcmalloc	2	2.03	195712	-	-
cache_scratch	tcmalloc	2	1.10	7424	-	-
mstress	tcmalloc	2	0.17	226432	-	-
sh6bench	tcmalloc	2	0.32	272384	-	-
python_alloc	tcmalloc	3	0.87	104320	-	-
redis_setget	tcmalloc	3	0.55	8192	-	-
redis_server_rss_kb	tcmalloc	3	-	NA	NA	server
larson	tcmalloc	3	4.158	279040	279040	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	tcmalloc	3	-	-	-	2095354
xmalloc_test	tcmalloc	3	2.03	198400	-	-
cache_scratch	tcmalloc	3	1.11	7424	-	-
mstress	tcmalloc	3	0.17	224384	-	-
sh6bench	tcmalloc	3	0.33	270592	-	-
python_alloc	tcmalloc	4	0.81	104448	-	-
redis_setget	tcmalloc	4	0.54	7936	-	-
redis_server_rss_kb	tcmalloc	4	-	NA	NA	server
larson	tcmalloc	4	4.159	279040	279040	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	tcmalloc	4	-	-	-	2095350
xmalloc_test	tcmalloc	4	2.03	195200	-	-
cache_scratch	tcmalloc	4	1.09	7680	-	-
mstress	tcmalloc	4	0.16	225280	-	-
sh6bench	tcmalloc	4	0.32	272256	-	-
python_alloc	tcmalloc	5	0.82	106624	-	-
redis_setget	tcmalloc	5	0.54	8064	-	-
redis_server_rss_kb	tcmalloc	5	-	NA	NA	server
larson	tcmalloc	5	4.157	278784	278784	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	tcmalloc	5	-	-	-	2095354
xmalloc_test	tcmalloc	5	2.03	196224	-	-
cache_scratch	tcmalloc	5	1.10	7552	-	-
mstress	tcmalloc	5	0.16	219648	-	-
sh6bench	tcmalloc	5	0.31	272640	-	-
python_alloc	mimalloc	1	0.71	102360	-	-
redis_setget	mimalloc	1	0.55	7936	-	-
redis_server_rss_kb	mimalloc	1	-	NA	NA	server
larson	mimalloc	1	4.163	285264	285264	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	mimalloc	1	-	-	-	2095739
xmalloc_test	mimalloc	1	2.00	20552	-	-
cache_scratch	mimalloc	1	1.11	5852	-	-
mstress	mimalloc	1	0.24	334952	-	-
sh6bench	mimalloc	1	0.26	272716	-	-
python_alloc	mimalloc	2	0.71	102364	-	-
redis_setget	mimalloc	2	0.54	8064	-	-
redis_server_rss_kb	mimalloc	2	-	NA	NA	server
larson	mimalloc	2	4.170	283664	283664	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	mimalloc	2	-	-	-	2095736
xmalloc_test	mimalloc	2	2.00	22616	-	-
cache_scratch	mimalloc	2	1.10	5724	-	-
mstress	mimalloc	2	0.31	338304	-	-
sh6bench	mimalloc	2	0.26	272716	-	-
python_alloc	mimalloc	3	0.70	102392	-	-
redis_setget	mimalloc	3	0.54	8192	-	-
redis_server_rss_kb	mimalloc	3	-	NA	NA	server
larson	mimalloc	3	4.157	283840	283840	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	mimalloc	3	-	-	-	2095733
xmalloc_test	mimalloc	3	2.00	20564	-	-
cache_scratch	mimalloc	3	1.09	5724	-	-
mstress	mimalloc	3	0.23	333088	-	-
sh6bench	mimalloc	3	0.25	272972	-	-
python_alloc	mimalloc	4	0.69	102444	-	-
redis_setget	mimalloc	4	0.52	8064	-	-
redis_server_rss_kb	mimalloc	4	-	NA	NA	server
larson	mimalloc	4	4.152	284072	284072	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	mimalloc	4	-	-	-	2095732
xmalloc_test	mimalloc	4	2.00	30804	-	-
cache_scratch	mimalloc	4	1.09	5724	-	-
mstress	mimalloc	4	0.23	354100	-	-
sh6bench	mimalloc	4	0.25	272844	-	-
python_alloc	mimalloc	5	0.69	102284	-	-
redis_setget	mimalloc	5	0.52	8192	-	-
redis_server_rss_kb	mimalloc	5	-	NA	NA	server
larson	mimalloc	5	4.161	283872	283872	seconds=2,min=8,max=128,chunks=128,rounds=1,seed=12345,threads=4
larson_throughput	mimalloc	5	-	-	-	2095726
xmalloc_test	mimalloc	5	2.00	22608	-	-
cache_scratch	mimalloc	5	1.10	5688	-	-
mstress	mimalloc	5	0.30	327416	-	-
sh6bench	mimalloc	5	0.24	273228	-	-
